30.00 CONN 17 124 up
30.00 CONN 132 141 up
30.00 CONN 132 175 up
30.00 CONN 132 238 up
30.00 CONN 29 132 up
30.00 CONN 84 235 up
30.00 CONN 235 247 up
30.00 CONN 198 235 up
30.00 CONN 151 209 up
30.00 CONN 149 209 up
30.00 CONN 209 232 up
30.00 CONN 141 209 up
30.00 CONN 150 209 up
30.00 CONN 62 209 up
30.00 CONN 21 209 up
30.00 CONN 175 209 up
30.00 CONN 209 238 up
30.00 CONN 209 246 up
30.00 CONN 3 209 up
30.00 CONN 86 179 up
30.00 CONN 20 249 up
30.00 CONN 248 249 up
30.00 CONN 60 227 up
30.00 CONN 110 168 up
30.00 CONN 69 110 up
30.00 CONN 100 110 up
30.00 CONN 0 110 up
30.00 CONN 40 110 up
30.00 CONN 24 110 up
30.00 CONN 110 160 up
30.00 CONN 26 110 up
30.00 CONN 105 248 up
30.00 CONN 105 249 up
30.00 CONN 117 201 up
30.00 CONN 31 201 up
30.00 CONN 158 201 up
30.00 CONN 127 201 up
30.00 CONN 36 184 up
30.00 CONN 184 237 up
30.00 CONN 184 200 up
30.00 CONN 83 184 up
30.00 CONN 92 184 up
30.00 CONN 139 145 up
30.00 CONN 144 173 up
30.00 CONN 97 173 up
30.00 CONN 173 242 up
30.00 CONN 151 182 up
30.00 CONN 149 182 up
30.00 CONN 182 232 up
30.00 CONN 141 182 up
30.00 CONN 150 182 up
30.00 CONN 62 182 up
30.00 CONN 21 182 up
30.00 CONN 175 182 up
30.00 CONN 182 238 up
30.00 CONN 182 246 up
30.00 CONN 3 182 up
30.00 CONN 182 209 up
30.00 CONN 18 164 up
30.00 CONN 32 125 up
30.00 CONN 29 32 up
30.00 CONN 22 129 up
30.00 CONN 129 248 up
30.00 CONN 129 249 up
30.00 CONN 105 129 up
30.00 CONN 64 96 up
30.00 CONN 16 64 up
30.00 CONN 61 64 up
30.00 CONN 64 148 up
30.00 CONN 41 64 up
30.00 CONN 35 64 up
30.00 CONN 16 46 up
30.00 CONN 46 102 up
30.00 CONN 46 61 up
30.00 CONN 46 142 up
30.00 CONN 46 148 up
30.00 CONN 35 46 up
30.00 CONN 46 64 up
30.00 CONN 75 207 up
30.00 CONN 151 181 up
30.00 CONN 149 181 up
30.00 CONN 181 232 up
30.00 CONN 141 181 up
30.00 CONN 150 181 up
30.00 CONN 62 181 up
30.00 CONN 21 181 up
30.00 CONN 175 181 up
30.00 CONN 181 238 up
30.00 CONN 181 246 up
30.00 CONN 3 181 up
30.00 CONN 132 181 up
30.00 CONN 181 209 up
30.00 CONN 181 182 up
30.00 CONN 177 237 up
30.00 CONN 177 200 up
30.00 CONN 92 177 up
30.00 CONN 111 169 up
30.00 CONN 55 166 up
30.00 CONN 73 76 up
30.00 CONN 44 87 up
30.00 CONN 36 44 up
30.00 CONN 44 54 up
30.00 CONN 44 83 up
30.00 CONN 44 92 up
30.00 CONN 44 184 up
60.00 CONN 42 108 down
60.00 CONN 18 164 down
120.00 CONN 54 184 up
120.00 CONN 54 87 up
120.00 CONN 56 164 up
150.00 CONN 13 176 up
150.00 CONN 56 164 down
180.00 CONN 41 61 down
180.00 CONN 13 176 down
180.00 CONN 16 41 down
180.00 CONN 176 203 up
180.00 CONN 41 64 down
210.00 CONN 41 96 down
240.00 CONN 99 108 up
240.00 CONN 54 92 up
240.00 CONN 50 108 up
240.00 CONN 176 203 down
270.00 CONN 147 163 up
270.00 CONN 152 163 up
300.00 CONN 88 108 up
300.00 CONN 41 234 up
300.00 CONN 41 189 up
330.00 CONN 41 68 up
330.00 CONN 152 163 down
330.00 CONN 99 108 down
330.00 CONN 50 108 down
330.00 CONN 108 138 up
330.00 CONN 41 234 down
330.00 CONN 41 189 down
330.00 CONN 41 144 up
330.00 CONN 41 97 up
360.00 CONN 41 68 down
360.00 CONN 41 97 down
360.00 CONN 41 113 up
360.00 CONN 147 163 down
390.00 CONN 102 163 up
390.00 CONN 41 144 down
420.00 CONN 176 190 up
420.00 CONN 41 113 down
450.00 CONN 102 163 down
480.00 CONN 176 190 down
510.00 CONN 132 141 down
510.00 CONN 132 175 down
510.00 CONN 132 238 down
510.00 CONN 132 181 down
510.00 CONN 125 132 up
540.00 CONN 32 132 up
540.00 CONN 96 163 up
570.00 CONN 53 147 up
570.00 CONN 152 176 up
570.00 CONN 29 132 down
600.00 CONN 146 147 up
600.00 CONN 125 132 down
600.00 CONN 32 132 down
600.00 CONN 53 147 down
600.00 CONN 147 189 up
600.00 CONN 41 128 up
600.00 CONN 54 87 down
630.00 CONN 54 184 down
630.00 CONN 147 189 down
630.00 CONN 95 163 up
630.00 CONN 54 92 down
630.00 CONN 146 147 down
630.00 CONN 96 163 down
630.00 CONN 41 128 down
630.00 CONN 152 176 down
660.00 CONN 102 176 up
660.00 CONN 41 76 up
660.00 CONN 41 73 up
690.00 CONN 54 87 up
690.00 CONN 54 92 up
690.00 CONN 54 184 up
690.00 CONN 41 73 down
690.00 CONN 102 176 down
690.00 CONN 41 76 down
720.00 CONN 42 132 up
720.00 CONN 96 176 up
750.00 CONN 26 155 up
750.00 CONN 40 155 up
750.00 CONN 24 155 up
750.00 CONN 69 155 up
750.00 CONN 42 132 down
780.00 CONN 26 155 down
780.00 CONN 40 155 down
780.00 CONN 24 155 down
780.00 CONN 69 155 down
780.00 CONN 155 168 up
780.00 CONN 100 155 up
780.00 CONN 155 212 up
780.00 CONN 0 155 up
780.00 CONN 155 193 up
780.00 CONN 85 155 up
780.00 CONN 155 160 up
780.00 CONN 155 245 up
780.00 CONN 29 41 up
780.00 CONN 41 125 up
780.00 CONN 96 176 down
780.00 CONN 163 176 up
810.00 CONN 32 41 up
810.00 CONN 95 176 up
810.00 CONN 155 168 down
810.00 CONN 100 155 down
810.00 CONN 19 155 up
840.00 CONN 155 193 down
840.00 CONN 155 168 up
840.00 CONN 163 176 down
840.00 CONN 54 92 down
840.00 CONN 29 41 down
840.00 CONN 41 125 down
840.00 CONN 32 41 down
840.00 CONN 26 155 up
840.00 CONN 155 212 down
840.00 CONN 85 155 down
840.00 CONN 19 155 down
840.00 CONN 24 155 up
840.00 CONN 95 176 down
840.00 CONN 40 155 up
840.00 CONN 155 245 down
840.00 CONN 69 155 up
840.00 CONN 100 155 up
840.00 CONN 110 155 up
840.00 CONN 54 87 down
870.00 CONN 24 155 down
870.00 CONN 0 155 down
870.00 CONN 110 155 down
870.00 CONN 155 160 down
870.00 CONN 155 168 down
870.00 CONN 26 155 down
870.00 CONN 69 155 down
870.00 CONN 100 155 down
870.00 CONN 95 176 up
870.00 CONN 163 176 up
900.00 CONN 40 155 down
900.00 CONN 128 144 up
900.00 CONN 163 176 down
900.00 CONN 95 176 down
900.00 CONN 113 128 up
930.00 CONN 113 128 down
930.00 CONN 68 128 up
930.00 CONN 97 128 up
930.00 CONN 128 173 up
960.00 CONN 128 242 up
960.00 CONN 128 144 down
960.00 CONN 50 132 up
960.00 CONN 99 132 up
960.00 CONN 68 128 down
960.00 CONN 41 42 up
990.00 CONN 97 128 down
990.00 CONN 128 173 down
990.00 CONN 41 42 down
1020.00 CONN 50 132 down
1020.00 CONN 132 138 up
1020.00 CONN 108 132 up
1020.00 CONN 88 132 up
1020.00 CONN 99 132 down
1050.00 CONN 111 147 up
1050.00 CONN 147 169 up
1080.00 CONN 111 147 down
1080.00 CONN 147 169 down
1140.00 CONN 61 64 down
1140.00 CONN 61 96 down
1140.00 CONN 111 147 up
1170.00 CONN 61 142 down
1170.00 CONN 111 147 down
1170.00 CONN 61 96 up
1170.00 CONN 46 61 down
1200.00 CONN 61 102 down
1200.00 CONN 16 61 down
1200.00 CONN 61 176 up
1200.00 CONN 35 61 down
1200.00 CONN 61 148 down
1230.00 CONN 61 96 down
1260.00 CONN 61 176 down
1290.00 CONN 99 132 up
1290.00 CONN 61 234 up
1320.00 CONN 61 146 up
1320.00 CONN 61 189 up
1350.00 CONN 61 97 up
1350.00 CONN 61 189 down
1350.00 CONN 61 234 down
1350.00 CONN 61 146 down
1350.00 CONN 61 68 up
1380.00 CONN 50 132 up
1380.00 CONN 61 173 up
1380.00 CONN 61 97 down
1380.00 CONN 61 113 up
1380.00 CONN 61 144 up
1410.00 CONN 61 68 down
1410.00 CONN 61 173 down
1410.00 CONN 61 144 down
1440.00 CONN 61 113 down
1440.00 CONN 99 132 down
1470.00 CONN 16 46 down
1470.00 CONN 46 148 down
1470.00 CONN 46 64 down
1500.00 CONN 46 142 down
1500.00 CONN 35 46 down
1530.00 CONN 46 102 down
1530.00 CONN 50 99 down
1590.00 CONN 46 152 up
1650.00 CONN 46 152 down
1650.00 CONN 50 88 up
1650.00 CONN 61 73 up
1650.00 CONN 50 138 up
1650.00 CONN 50 108 up
1680.00 CONN 61 76 up
1710.00 CONN 61 73 down
1710.00 CONN 61 76 down
1740.00 CONN 99 134 up
1770.00 CONN 146 189 down
1770.00 CONN 68 146 up
1770.00 CONN 97 146 up
1770.00 CONN 29 61 up
1770.00 CONN 61 175 up
1800.00 CONN 61 175 down
1800.00 CONN 32 61 up
1800.00 CONN 61 125 up
1830.00 CONN 68 146 down
1830.00 CONN 97 146 down
1830.00 CONN 113 146 up
1830.00 CONN 144 146 up
1830.00 CONN 99 134 down
1830.00 CONN 29 61 down
1830.00 CONN 32 61 down
1830.00 CONN 61 125 down
1860.00 CONN 144 146 down
1860.00 CONN 113 146 down
1920.00 CONN 149 182 down
1920.00 CONN 149 175 down
1920.00 CONN 125 149 up
1920.00 CONN 149 238 down
1920.00 CONN 21 149 down
1920.00 CONN 149 151 down
1920.00 CONN 149 232 down
1920.00 CONN 141 149 down
1920.00 CONN 149 150 down
1920.00 CONN 62 149 down
1920.00 CONN 3 149 down
1920.00 CONN 149 209 down
1920.00 CONN 149 181 down
1920.00 CONN 29 149 up
1920.00 CONN 99 164 up
1950.00 CONN 232 246 down
1950.00 CONN 42 61 up
1950.00 CONN 182 246 down
1950.00 CONN 3 246 down
1950.00 CONN 32 149 up
1950.00 CONN 32 246 up
1950.00 CONN 125 246 up
1950.00 CONN 151 246 down
1950.00 CONN 150 246 down
1950.00 CONN 50 132 down
1950.00 CONN 29 149 down
1950.00 CONN 29 246 up
1950.00 CONN 238 246 down
1950.00 CONN 209 246 down
1950.00 CONN 175 246 down
1950.00 CONN 141 246 down
1950.00 CONN 62 246 down
1950.00 CONN 21 246 down
1950.00 CONN 50 82 up
1950.00 CONN 181 246 down
1980.00 CONN 125 149 down
1980.00 CONN 32 149 down
1980.00 CONN 41 61 up
1980.00 CONN 42 61 down
1980.00 CONN 32 246 down
1980.00 CONN 29 246 down
2010.00 CONN 125 246 down
2040.00 CONN 90 149 up
2040.00 CONN 90 246 up
2040.00 CONN 41 61 down
2070.00 CONN 76 146 up
2070.00 CONN 73 146 up
2070.00 CONN 132 138 down
2070.00 CONN 41 61 up
2070.00 CONN 90 149 down
2070.00 CONN 90 246 down
2130.00 CONN 76 146 down
2130.00 CONN 73 146 down
2160.00 CONN 50 88 down
2160.00 CONN 108 132 down
2160.00 CONN 149 246 down
2190.00 CONN 61 246 up
2190.00 CONN 50 108 down
2190.00 CONN 41 246 up
2190.00 CONN 18 149 up
2220.00 CONN 41 246 down
2220.00 CONN 125 146 up
2220.00 CONN 29 146 up
2220.00 CONN 42 61 up
2250.00 CONN 41 61 down
2250.00 CONN 61 246 down
2250.00 CONN 50 88 up
2250.00 CONN 50 108 up
2250.00 CONN 32 146 up
2250.00 CONN 50 82 down
2280.00 CONN 32 146 down
2280.00 CONN 50 132 up
2280.00 CONN 125 146 down
2280.00 CONN 18 149 down
2280.00 CONN 29 146 down
2310.00 CONN 134 149 up
2310.00 CONN 42 61 down
2370.00 CONN 50 88 down
2370.00 CONN 134 149 down
2370.00 CONN 50 138 down
2370.00 CONN 50 108 down
2400.00 CONN 132 246 up
2400.00 CONN 50 246 up
2430.00 CONN 138 246 up
2430.00 CONN 108 246 up
2430.00 CONN 50 132 down
2430.00 CONN 50 246 down
2430.00 CONN 88 246 up
2460.00 CONN 132 246 down
2460.00 CONN 50 149 up
2460.00 CONN 42 146 up
2490.00 CONN 42 146 down
2490.00 CONN 41 146 up
2520.00 CONN 50 149 down
2520.00 CONN 132 149 up
2520.00 CONN 82 246 up
2550.00 CONN 138 149 up
2550.00 CONN 88 149 up
2550.00 CONN 108 149 up
2580.00 CONN 88 132 down
2580.00 CONN 149 246 up
2610.00 CONN 82 246 down
2640.00 CONN 132 149 down
2670.00 CONN 82 246 up
2670.00 CONN 132 149 up
2700.00 CONN 50 134 up
2700.00 CONN 132 149 down
2700.00 CONN 108 246 down
2700.00 CONN 88 246 down
2700.00 CONN 138 246 down
2700.00 CONN 149 246 down
2730.00 CONN 82 246 down
2760.00 CONN 132 149 up
2790.00 CONN 50 134 down
2790.00 CONN 88 149 down
2790.00 CONN 88 246 up
2790.00 CONN 138 149 down
2790.00 CONN 138 246 up
2790.00 CONN 132 246 up
2790.00 CONN 108 149 down
2790.00 CONN 108 246 up
2820.00 CONN 132 149 down
2820.00 CONN 132 246 down
2850.00 CONN 82 246 up
2880.00 CONN 82 246 down
2910.00 CONN 82 246 up
2940.00 CONN 134 149 up
2940.00 CONN 82 246 down
2970.00 CONN 1 41 up
3000.00 CONN 132 246 up
3000.00 CONN 1 41 down
3000.00 CONN 1 42 up
3030.00 CONN 1 42 down
3060.00 CONN 50 164 up
3090.00 CONN 50 99 up
3210.00 CONN 1 132 up
3240.00 CONN 1 88 up
3240.00 CONN 1 138 up
3240.00 CONN 1 246 up
3240.00 CONN 1 108 up
3270.00 CONN 134 149 down
3270.00 CONN 146 149 up
3270.00 CONN 1 132 down
3300.00 CONN 41 149 up
3330.00 CONN 41 149 down
3330.00 CONN 146 149 down
3330.00 CONN 42 149 up
3360.00 CONN 42 149 down
3390.00 CONN 1 132 up
3420.00 CONN 35 96 up
3510.00 CONN 35 96 down
3540.00 CONN 1 132 down
3540.00 CONN 138 246 down
3540.00 CONN 108 246 down
3540.00 CONN 149 232 up
3540.00 CONN 141 149 up
3540.00 CONN 149 238 up
3570.00 CONN 108 246 up
3570.00 CONN 138 246 up
3570.00 CONN 21 149 up
3570.00 CONN 149 181 up
3570.00 CONN 149 151 up
3570.00 CONN 149 150 up
3570.00 CONN 62 149 up
3570.00 CONN 149 175 up
3570.00 CONN 3 149 up
3570.00 CONN 149 209 up
3570.00 CONN 149 182 up
3600.00 CONN 1 88 down
3600.00 CONN 1 138 down
3600.00 CONN 1 246 down
3600.00 CONN 1 108 down
3630.00 CONN 1 88 up
3630.00 CONN 1 246 up
3660.00 CONN 132 246 down
3660.00 CONN 3 149 down
3660.00 CONN 149 181 down
3660.00 CONN 149 238 down
3660.00 CONN 62 149 down
3660.00 CONN 149 151 down
3660.00 CONN 1 138 up
3660.00 CONN 1 108 up
3660.00 CONN 149 209 down
3660.00 CONN 149 232 down
3660.00 CONN 149 175 down
3660.00 CONN 141 149 down
3660.00 CONN 21 149 down
3660.00 CONN 149 150 down
3660.00 CONN 149 182 down
3750.00 CONN 132 246 up
3780.00 CONN 138 246 down
3780.00 CONN 88 246 down
3780.00 CONN 108 246 down
3780.00 CONN 1 246 down
3810.00 CONN 1 132 up
3810.00 CONN 1 246 up
3840.00 CONN 138 246 up
3840.00 CONN 108 246 up
3840.00 CONN 88 246 up
3870.00 CONN 1 108 down
3870.00 CONN 1 138 down
3870.00 CONN 132 246 down
3900.00 CONN 132 246 up
3930.00 CONN 209 232 down
3930.00 CONN 150 209 down
3930.00 CONN 62 209 down
3930.00 CONN 3 209 down
3930.00 CONN 182 209 down
3930.00 CONN 29 209 up
3930.00 CONN 1 132 down
3930.00 CONN 1 138 up
3930.00 CONN 1 108 up
3960.00 CONN 32 209 up
3960.00 CONN 141 209 down
3960.00 CONN 132 246 down
3960.00 CONN 209 238 down
3960.00 CONN 125 209 up
3960.00 CONN 151 209 down
3960.00 CONN 21 209 down
3960.00 CONN 175 209 down
3960.00 CONN 181 209 down
3960.00 CONN 41 146 down
3990.00 CONN 29 209 down
4020.00 CONN 32 209 down
4020.00 CONN 125 209 down
4050.00 CONN 90 209 up
4080.00 CONN 90 209 down
4110.00 CONN 138 246 down
4110.00 CONN 108 246 down
4110.00 CONN 88 246 down
4110.00 CONN 132 246 up
4140.00 CONN 1 246 down
4140.00 CONN 132 246 down
4170.00 CONN 18 209 up
4260.00 CONN 134 246 up
4320.00 CONN 18 209 down
4320.00 CONN 32 125 down
4320.00 CONN 29 32 down
4320.00 CONN 146 209 up
4320.00 CONN 209 246 up
4320.00 CONN 1 108 down
4320.00 CONN 1 138 down
4350.00 CONN 209 246 down
4380.00 CONN 41 209 up
4380.00 CONN 146 209 down
4410.00 CONN 42 209 up
4440.00 CONN 42 209 down
4440.00 CONN 41 209 down
4470.00 CONN 1 138 up
4470.00 CONN 1 108 up
4470.00 CONN 1 132 up
4500.00 CONN 1 132 down
4500.00 CONN 134 246 down
4560.00 CONN 1 138 down
4560.00 CONN 134 246 up
4590.00 CONN 1 108 down
4590.00 CONN 1 88 down
4620.00 CONN 21 151 down
4620.00 CONN 21 29 up
4620.00 CONN 21 182 down
4620.00 CONN 21 62 down
4620.00 CONN 21 232 down
4620.00 CONN 3 21 down
4620.00 CONN 21 150 down
4620.00 CONN 21 175 down
4650.00 CONN 21 141 down
4650.00 CONN 21 238 down
4650.00 CONN 21 181 down
4650.00 CONN 21 125 up
4680.00 CONN 134 246 down
4680.00 CONN 21 29 down
4710.00 CONN 1 138 up
4710.00 CONN 1 88 up
4710.00 CONN 1 108 up
4710.00 CONN 1 132 up
4710.00 CONN 146 246 up
4710.00 CONN 21 125 down
4740.00 CONN 1 132 down
4740.00 CONN 41 246 up
4770.00 CONN 146 246 down
4770.00 CONN 42 246 up
4800.00 CONN 41 246 down
4800.00 CONN 42 246 down
4860.00 CONN 90 246 up
4920.00 CONN 21 41 up
4920.00 CONN 90 246 down
4980.00 CONN 181 246 up
4980.00 CONN 141 246 up
4980.00 CONN 151 246 up
4980.00 CONN 232 246 up
4980.00 CONN 150 246 up
4980.00 CONN 62 246 up
4980.00 CONN 175 246 up
4980.00 CONN 238 246 up
4980.00 CONN 3 246 up
4980.00 CONN 182 246 up
4980.00 CONN 21 146 up
5010.00 CONN 41 42 up
5010.00 CONN 21 146 down
5010.00 CONN 29 125 down
5010.00 CONN 21 41 down
5070.00 CONN 175 246 down
5070.00 CONN 151 246 down
5070.00 CONN 3 246 down
5070.00 CONN 125 246 up
5070.00 CONN 232 246 down
5070.00 CONN 182 246 down
5070.00 CONN 62 246 down
5070.00 CONN 238 246 down
5070.00 CONN 181 246 down
5070.00 CONN 141 246 down
5070.00 CONN 150 246 down
5160.00 CONN 125 209 up
5160.00 CONN 209 246 up
5160.00 CONN 21 132 up
5160.00 CONN 128 173 up
5190.00 CONN 1 21 up
5220.00 CONN 21 108 up
5220.00 CONN 125 209 down
5220.00 CONN 209 246 down
5220.00 CONN 151 209 up
5220.00 CONN 209 232 up
5220.00 CONN 150 209 up
5220.00 CONN 62 209 up
5220.00 CONN 175 209 up
5220.00 CONN 209 238 up
5220.00 CONN 3 209 up
5220.00 CONN 182 209 up
5220.00 CONN 181 209 up
5220.00 CONN 141 181 down
5220.00 CONN 21 138 up
5220.00 CONN 21 88 up
5220.00 CONN 21 132 down
5220.00 CONN 141 150 down
5220.00 CONN 142 148 down
5220.00 CONN 141 175 down
5220.00 CONN 141 182 down
5220.00 CONN 141 151 down
5220.00 CONN 62 141 down
5220.00 CONN 3 141 down
5250.00 CONN 35 142 down
5250.00 CONN 141 232 down
5250.00 CONN 141 238 down
5310.00 CONN 209 232 down
5310.00 CONN 21 108 down
5310.00 CONN 21 132 up
5310.00 CONN 102 142 down
5340.00 CONN 181 209 down
5340.00 CONN 151 209 down
5340.00 CONN 3 209 down
5340.00 CONN 150 209 down
5340.00 CONN 62 209 down
5340.00 CONN 175 209 down
5340.00 CONN 209 238 down
5340.00 CONN 182 209 down
5340.00 CONN 125 209 up
5340.00 CONN 209 246 up
5370.00 CONN 90 141 up
5370.00 CONN 1 29 up
5370.00 CONN 29 82 up
5370.00 CONN 29 138 up
5370.00 CONN 29 88 up
5370.00 CONN 29 108 up
5400.00 CONN 176 234 up
5400.00 CONN 176 189 up
5400.00 CONN 90 141 down
5400.00 CONN 1 138 down
5400.00 CONN 1 88 down
5400.00 CONN 125 209 down
5400.00 CONN 1 108 down
5400.00 CONN 1 21 down
5400.00 CONN 1 29 down
5400.00 CONN 209 246 down
5430.00 CONN 35 64 down
5460.00 CONN 35 102 down
5460.00 CONN 35 148 down
5460.00 CONN 35 96 up
5460.00 CONN 21 138 down
5490.00 CONN 176 189 down
5490.00 CONN 46 142 up
5490.00 CONN 176 234 down
5490.00 CONN 16 35 down
5520.00 CONN 35 96 down
5520.00 CONN 18 141 up
5550.00 CONN 149 175 up
5550.00 CONN 1 88 up
5550.00 CONN 1 21 up
5580.00 CONN 1 132 up
5580.00 CONN 35 234 up
5610.00 CONN 1 138 up
5610.00 CONN 35 234 down
5610.00 CONN 35 189 up
5610.00 CONN 46 142 down
5610.00 CONN 1 132 down
5610.00 CONN 18 141 down
5610.00 CONN 1 108 up
5610.00 CONN 1 29 up
5640.00 CONN 35 173 up
5640.00 CONN 35 189 down
5640.00 CONN 35 68 up
5640.00 CONN 35 144 up
5640.00 CONN 35 97 up
5640.00 CONN 46 142 up
5640.00 CONN 134 141 up
5670.00 CONN 35 173 down
5670.00 CONN 35 68 down
5670.00 CONN 35 97 down
5670.00 CONN 35 113 up
5670.00 CONN 1 29 down
5700.00 CONN 134 141 down
5700.00 CONN 35 144 down
5700.00 CONN 35 113 down
5730.00 CONN 150 232 down
5730.00 CONN 150 151 down
5730.00 CONN 62 150 down
5730.00 CONN 3 150 down
5730.00 CONN 150 182 down
5760.00 CONN 76 209 up
5760.00 CONN 73 209 up
5760.00 CONN 125 150 up
5760.00 CONN 150 238 down
5760.00 CONN 150 181 down
5760.00 CONN 46 142 down
5760.00 CONN 150 175 down
5760.00 CONN 150 246 up
5790.00 CONN 125 150 down
5820.00 CONN 76 209 down
5850.00 CONN 90 150 up
5850.00 CONN 21 141 up
5850.00 CONN 132 141 up
5850.00 CONN 1 21 down
5850.00 CONN 1 29 up
5850.00 CONN 150 246 down
5850.00 CONN 94 176 up
5880.00 CONN 90 150 down
5910.00 CONN 88 141 up
5910.00 CONN 35 209 up
5910.00 CONN 108 141 up
5910.00 CONN 29 141 up
5910.00 CONN 138 141 up
5910.00 CONN 132 141 down
5910.00 CONN 35 73 up
5940.00 CONN 35 209 down
5940.00 CONN 35 73 down
5940.00 CONN 35 76 up
5940.00 CONN 21 141 down
5940.00 CONN 41 150 up
5940.00 CONN 1 141 up
5970.00 CONN 62 175 down
5970.00 CONN 3 62 down
5970.00 CONN 21 88 down
5970.00 CONN 62 232 down
5970.00 CONN 62 151 down
5970.00 CONN 142 152 up
5970.00 CONN 35 76 down
5970.00 CONN 62 182 down
5970.00 CONN 62 181 down
5970.00 CONN 62 125 up
5970.00 CONN 62 238 down
5970.00 CONN 42 150 up
6000.00 CONN 1 21 up
6000.00 CONN 146 150 up
6000.00 CONN 149 181 up
6000.00 CONN 62 246 up
6000.00 CONN 1 29 down
6000.00 CONN 42 150 down
6030.00 CONN 1 88 down
6030.00 CONN 62 90 up
6030.00 CONN 35 149 up
6030.00 CONN 1 138 down
